Y1,SyncMarker1,SampleMarker1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
0.0,1,1
